gene_id	gene_name	GLL63_V_S8	GLL63_D_S15	GLL65_V_S69	GLL65_D_S48	GLL67_V_S74	GLL67_D_S22	GLL69_V_S39	GLL69_D_S11
ENSG00000186416	NKRF	2.7608165698297578	2.6047568026979	2.404437113311422	2.613188877105134	2.3163559387909456	2.3717934954429594	2.294671746459499	2.761467209102174
ENSG00000186432	KPNA4	6.297359183070433	6.279432330701211	6.257771642931508	6.09568348031662	6.052608195697361	6.078828637982507	6.242425820520527	6.07670105884384
ENSG00000186448	ZNF197	4.855384531689542	4.832504199401801	4.707723213044292	4.724078949725705	4.602496422340911	4.677522987558751	4.782720274600933	4.802440139657292
ENSG00000186458	DEFB132	-1.7534957749445343	-0.30443065739706565	-1.209545610702178	-0.610210122229228	-1.2296565934525159	1.2230426567055304	-0.8417747211460735	1.6916288445381715
ENSG00000186468	RPS23	8.377091477630769	8.214498220925478	8.24214813256745	8.275421980817764	8.051934217945433	8.209965158655427	8.366452696228972	8.15289289825157
ENSG00000186470	BTN3A2	2.8425762615136225	2.7149415001622272	2.6060706697434375	3.0507096569062875	3.1296659923347363	3.2466953000706162	2.643164846353322	2.6819754243953327
ENSG00000186472	PCLO	5.596402775744325	5.447589387274061	5.41920483829277	5.371788028025968	5.485215339996486	5.428810749463702	5.4388115617056645	5.426384286143812
ENSG00000186480	INSIG1	5.578511697508802	5.601569267779559	5.8066985073092185	5.899450558986274	6.000828852917877	6.097825581831261	5.911613452114058	5.712934809067517
ENSG00000186481	ANKRD20A5P	2.7925723056488594	2.147132939233943	2.8587822100705864	2.6941011763157428	2.824085531268585	2.4573726967075986	2.893080405098661	2.2237571700256926
ENSG00000186493	C5orf38	3.3177604929986226	3.7011188806016135	3.734376658910637	3.7363140279044726	3.6665876311805508	3.8508228586962447	3.3781656170247496	3.731935044670649
ENSG00000186496	ZNF396	2.6657724499377915	2.539038214681466	2.3618974386109732	2.4252011821225725	2.643164846353322	2.730887956056544	2.374678527336832	2.4422833955464878
ENSG00000186501	TMEM222	4.847869170827595	4.607928330942562	4.674056052550311	4.544982180507551	4.6277473375929485	4.510679723688591	4.726176085862941	4.503525695863818
ENSG00000186517	ARHGAP30	1.9984465339920625	1.9433846772427095	2.228386309984971	2.1486056553046975	2.0085690252912043	2.366944306853361	2.1864992204647233	1.7669138096233516
ENSG00000186522	SEPTIN10	4.791707444664559	4.757746010057274	4.551560366111626	4.809326335915603	4.980894513372603	4.956493555600314	4.813293594068942	5.113066722628092
ENSG00000186532	SMYD4	3.720804891741439	3.454179051213644	3.6579637830783893	3.667414243037494	3.5717735883312933	3.7011188806016135	3.692288876538451	4.09917287111349
ENSG00000186564	FOXD2	3.098058328081107	3.231692273462893	2.879511311090804	2.7155594695689134	2.7833010177373048	3.0420877911089748	2.8509049411294343	2.9893787167832784
ENSG00000186566	GPATCH8	4.903309518647878	4.798379935508702	4.918087447823319	4.80655905904266	5.071504763970671	4.94109613964754	5.015183462446424	4.785971298137741
ENSG00000186575	NF2	5.494593824286976	5.615960757816567	5.644436927485742	5.714318396491066	5.519776378434306	5.588307408110894	5.701311407270129	5.780778985332484
ENSG00000186577	SMIM29	3.6222367755007223	3.4731342604408844	3.381720589601179	3.2000203717845164	3.240968913029498	3.687492012938052	3.148900759613687	2.9989152781042008
ENSG00000186591	UBE2H	4.373758365643758	4.446141161557446	4.389356193391274	4.521317526194165	4.688376724299862	4.561161643554032	4.29562402793533	4.54425786582316
ENSG00000186594	MIR22HG	3.33802897260941	3.313167836602839	3.27415398756924	3.3459909435423087	3.555542776225319	3.318666365863826	3.3177604929986226	3.3122243922770513
ENSG00000186615	KTN1-AS1	1.857471219498625	1.208441207433181	2.2229434780327386	1.8959781953669843	1.9885127629781514	1.685865456102165	1.8487163630924046	1.7497172814292083
ENSG00000186625	KATNA1	3.3033374872999164	3.6534948687233553	3.325693192080056	3.160102107786348	3.2670665169467568	3.1065672042985852	3.0797418427007477	3.4688533663229744
ENSG00000186635	ARAP1	4.5791804696432505	4.487025530474705	4.457533093703447	4.351344349448578	4.538540467365512	4.5608150816059645	4.412116150490201	4.49525669281106
ENSG00000186638	KIF24	4.06929865677921	4.138681824306262	4.063079497861352	3.9481416454246174	4.086991478100501	4.034167328048334	4.093352691468852	3.8734589630859255
ENSG00000186654	PRR5	2.1133222088745303	2.167649463394761	2.373193082154163	2.1241216728710857	2.2292552172585873	2.5364179165055525	2.5785335144679964	2.6758656802776226
ENSG00000186660	ZFP91	6.5202243199435745	6.671305802256882	6.525457703184887	6.632148201597032	6.597288691024511	6.742807576942576	6.6509019650720465	6.507008167774259
ENSG00000186665	C17orf58	4.310729360595876	4.2591914221487785	4.381247043986597	4.2937719951312445	4.282031651046422	4.376346688022219	4.349868338787197	4.320745427508434
